"CUIinp" "Map_type" "CUIout" "ICDgn" "ICD" "GBD" "Pbs"
"444" "C0000925" "manuel_jdz2" NA NA NA 0 NA
"445" "C0234215" "manuel_jdz2" NA NA NA 0 NA
"446" "C3539781" "manuel_jdz2" NA NA NA 164 NA
"447" "C1265679" "manuel_jdz2" NA NA NA 0 NA
"448" "C0003782" "manuel_jdz2" NA NA NA 0 NA
"449" "C0004610" "manuel_jdz2" NA NA NA 0 NA
"450" "C0038443" "manuel_jdz2" NA NA NA 0 NA
"451" "C0599766" "manuel_jdz2" NA NA NA 0 NA
"452" "C0009814" "manuel_jdz2" NA NA NA 0 NA
"453" "C3811653" "manuel_jdz2" NA NA NA 65 NA
"454" "C0011164" "manuel_jdz2" NA NA NA 0 NA
"455" "C0020429" "manuel_jdz2" NA NA NA 0 NA
"456" "C0231239" "manuel_jdz2" NA NA NA 0 NA
"457" "C0264490" "manuel_jdz2" NA NA NA 0 NA
"458" "C0021290" "manuel_jdz2" NA NA NA 33 NA
"459" "C0021290" "manuel_jdz2" NA NA NA 35 NA
"460" "C0033119" "manuel_jdz2" NA NA NA 0 NA
"461" "C0439857" "manuel_jdz2" NA NA NA 0 NA
"462" "C0015802" "manuel_jdz2" NA NA NA 0 NA
"463" "C1868649" "manuel_jdz2" NA NA NA 111 NA
"464" "C0002874" "manuel_jdz2" NA NA NA 0 NA
"465" "C1110554" "manuel_jdz2" NA NA NA 77 NA
"466" "C3542024" "manuel_jdz2" NA NA NA 76 NA
"467" "C0013922" "manuel_jdz2" NA NA NA 0 NA
"468" "C0334094" "manuel_jdz2" NA NA NA 0 NA
"469" "C0160087" "manuel_jdz2" NA NA NA 0 NA
"470" "C1689985" "manuel_jdz2" NA NA NA 0 NA
"471" "C0041755" "manuel_jdz2" NA NA NA 164 NA
"472" "C0751177" "manuel_jdz2" NA NA NA 52 NA
"473" "C0751177" "manuel_jdz2" NA NA NA 59 NA
"474" "C0751177" "manuel_jdz2" NA NA NA 61 NA
"475" "C0015806" "manuel_jdz2" NA NA NA 0 NA
"476" "C0679861" "manuel_jdz2" NA NA NA 164 NA
"477" "C0003578" "manuel_jdz2" NA NA NA 0 NA
"478" "C0015674" "manuel_jdz2" NA NA NA 0 NA
"479" "C0028734" "manuel_jdz2" NA NA NA 0 NA
"480" "C0428977" "manuel_jdz2" NA NA NA 0 NA
"481" "C0018674" "manuel_jdz2" NA NA NA 0 NA
"482" "C0032227" "manuel_jdz2" NA NA NA 0 NA
"483" "C0039231" "manuel_jdz2" NA NA NA 0 NA
"484" "C3714552" "manuel_jdz2" NA NA NA 0 NA
"485" "C0016470" "manuel_jdz2" NA NA NA 0 NA
"486" "C0017181" "manuel_jdz2" NA NA NA 0 NA
"487" "C0038941" "manuel_jdz2" NA NA NA 0 NA
"488" "C0237593" "manuel_jdz2" NA NA NA 0 NA
"489" "C0035229" "manuel_jdz2" NA NA NA 0 NA
"490" "C0030794" "manuel_jdz2" NA NA NA 0 NA
"491" "C0850758" "manuel_jdz2" NA NA NA 0 NA
"492" "C0684320" "manuel_jdz2" NA NA NA 0 NA
"493" "C0847097" "manuel_jdz2" NA NA NA 0 NA
"494" "C1963065" "manuel_jdz2" NA NA NA 0 NA
"495" "C0008767" "manuel_jdz2" NA NA NA 0 NA
"496" "C0018834" "manuel_jdz2" NA NA NA 0 NA
"497" "C0233494" "manuel_jdz2" NA NA NA 0 NA
"498" "C0233794" "manuel_jdz2" NA NA NA 0 NA
"499" "C0520909" "manuel_jdz2" NA NA NA 0 NA
"500" "C0020564" "manuel_jdz2" NA NA NA 0 NA
"501" "C0027498" "manuel_jdz2" NA NA NA 0 NA
"502" "C0149746" "manuel_jdz2" NA NA NA 0 NA
"503" "C0032343" "manuel_jdz2" NA NA NA 162 NA
"504" "C1510432" "manuel_jdz2" NA NA NA 164 NA
"505" "C0333641" "manuel_jdz2" NA NA NA 0 NA
"506" "C0015230" "manuel_jdz2" NA NA NA 0 NA
"507" "C0034372" "manuel_jdz2" NA NA NA 0 NA
"508" "C0686619" "manuel_jdz2" NA NA NA 0 NA
"509" "C0011175" "manuel_jdz2" NA NA NA 0 NA
"510" "C0860239" "manuel_jdz2" NA NA NA 0 NA
"511" "C0032788" "manuel_jdz2" NA NA NA 0 NA
"512" "C0242429" "manuel_jdz2" NA NA NA 0 NA
"513" "C0268381" "manuel_jdz2" NA NA NA 0 NA
"514" "C0002726" "manuel_jdz2" NA NA NA 0 NA
"515" "C0018991" "manuel_jdz2" NA NA NA 0 NA
"516" "C0019326" "manuel_jdz2" NA NA NA 0 NA
"517" "C0080032" "manuel_jdz2" NA NA NA 0 NA
"518" "C0242966" "manuel_jdz2" NA NA NA 0 NA
"519" "C0443146" "manuel_jdz2" NA NA NA 0 NA
"520" "C1135196" "manuel_jdz2" NA NA NA 0 NA
"521" "C2919062" "manuel_jdz2" NA NA NA 168 NA
"522" "C0003123" "manuel_jdz2" NA NA NA 0 NA
"523" "C0040715" "manuel_jdz2" NA NA NA 0 NA
"524" "C0559470" "manuel_jdz2" NA NA NA 0 NA
"525" "C0694563" "manuel_jdz2" NA NA NA 0 NA
"526" "C0036429" "manuel_jdz2" NA NA NA 0 NA
"527" "C0153567" "manuel_jdz2" NA NA NA 56 NA
"528" "C0496118" "manuel_jdz2" NA NA NA 0 NA
"529" "C0026837" "manuel_jdz2" NA NA NA 0 NA
"530" "C3543005" "manuel_jdz2" NA NA NA 0 NA
"531" "C0040185" "manuel_jdz2" NA NA NA 0 NA
"532" "C0043144" "manuel_jdz2" NA NA NA 0 NA
"533" "C0085298" "manuel_jdz2" NA NA NA 0 NA
"534" "C1140999" "manuel_jdz2" NA NA NA 0 NA
"535" "C1277187" "manuel_jdz2" NA NA NA 0 NA
"536" "C0032962" "manuel_jdz2" NA NA NA 32 NA
"537" "C2936490" "manuel_jdz2" NA NA NA 0 NA
"538" "C0452131" "manuel_jdz2" NA NA NA 0 NA
"539" "C1298685" "manuel_jdz2" NA NA NA 0 NA
"540" "C0149721" "manuel_jdz2" NA NA NA 0 NA
"541" "C0264995" "manuel_jdz2" NA NA NA 0 NA
"542" "C0699753" "manuel_jdz2" NA NA NA 0 NA
"543" "C0040822" "manuel_jdz2" NA NA NA 0 NA
"544" "C0022744" "manuel_jdz2" NA NA NA 0 NA
"545" "C0031154" "manuel_jdz2" NA NA NA 0 NA
"546" "C0039070" "manuel_jdz2" NA NA NA 0 NA
"547" "C0016382" "manuel_jdz2" NA NA NA 0 NA
"548" "C0085632" "manuel_jdz2" NA NA NA 0 NA
"549" "C0231617" "manuel_jdz2" NA NA NA 0 NA
"550" "C0267716" "manuel_jdz2" NA NA NA 0 NA
"551" "C1135191" "manuel_jdz2" NA NA NA 0 NA
"552" "C0006107" "manuel_jdz2" NA NA NA 0 NA
"553" "C0233601" "manuel_jdz2" NA NA NA 0 NA
"554" "C0410158" "manuel_jdz2" NA NA NA 0 NA
"555" "C1442161" "manuel_jdz2" NA NA NA 0 NA
"556" "C1848140" "manuel_jdz2" NA NA NA 0 NA
"557" "C0032326" "manuel_jdz2" NA NA NA 0 NA
"558" "C0042510" "manuel_jdz2" NA NA NA 0 NA
"559" "C0160420" "manuel_jdz2" NA NA NA 0 NA
"560" "C0220981" "manuel_jdz2" NA NA NA 0 NA
"561" "C0575090" "manuel_jdz2" NA NA NA 0 NA
"562" "C0730345" "manuel_jdz2" NA NA NA 0 NA
"563" "C0085584" "manuel_jdz2" NA NA NA 0 NA
"564" "C1504525" "manuel_jdz2" NA NA NA 75 NA
"565" "C0019054" "manuel_jdz2" NA NA NA 0 NA
"566" "C0020507" "manuel_jdz2" NA NA NA 0 NA
"567" "C0038561" "manuel_jdz2" NA NA NA 0 NA
"568" "C0392615" "manuel_jdz2" NA NA NA 164 NA
"569" "C0398353" "manuel_jdz2" NA NA NA 0 NA
"570" "C0085111" "manuel_jdz2" NA NA NA 0 NA
"571" "C0151517" "manuel_jdz2" NA NA NA 0 NA
"572" "C0221208" "manuel_jdz2" NA NA NA 0 NA
"573" "C0000924" "manuel_jdz2" NA NA NA 0 NA
"574" "C0161816" "manuel_jdz2" NA NA NA 0 NA
"575" "C0280628" "manuel_jdz2" NA NA NA 0 NA
"576" "C0443306" "manuel_jdz2" NA NA NA 0 NA
"577" "C0000809" "manuel_jdz2" NA NA NA 32 NA
"578" "C0028259" "manuel_jdz2" NA NA NA 0 NA
"579" "C0037384" "manuel_jdz2" NA NA NA 0 NA
"580" "C0159877" "manuel_jdz2" NA NA NA 0 NA
"581" "C0268407" "manuel_jdz2" NA NA NA 0 NA
"582" "C0332679" "manuel_jdz2" NA NA NA 158 NA
"583" "C0332679" "manuel_jdz2" NA NA NA 163 NA
"584" "C0476273" "manuel_jdz2" NA NA NA 0 NA
"585" "C0520893" "manuel_jdz2" NA NA NA 0 NA
"586" "C0544885" "manuel_jdz2" NA NA NA 0 NA
"587" "C0854135" "manuel_jdz2" NA NA NA 0 NA
"588" "C1262018" "manuel_jdz2" NA NA NA 0 NA
"589" "C0005658" "manuel_jdz2" NA NA NA 0 NA
"590" "C0014591" "manuel_jdz2" NA NA NA 0 NA
"591" "C0015376" "manuel_jdz2" NA NA NA 0 NA
"592" "C0022346" "manuel_jdz2" NA NA NA 0 NA
"593" "C0041909" "manuel_jdz2" NA NA NA 0 NA
"594" "C0340861" "manuel_jdz2" NA NA NA 0 NA
"595" "C0392618" "manuel_jdz2" NA NA NA 0 NA
"596" "C0409312" "manuel_jdz2" NA NA NA 0 NA
"597" "C1265875" "manuel_jdz2" NA NA NA 0 NA
"598" "C3496054" "manuel_jdz2" NA NA NA 0 NA
"599" "C0018273" "manuel_jdz2" NA NA NA 0 NA
"600" "C0085612" "manuel_jdz2" NA NA NA 0 NA
"601" "C0161479" "manuel_jdz2" NA NA NA 0 NA
"602" "C0243065" "manuel_jdz2" NA NA NA 0 NA
"603" "C0029443" "manuel_jdz2" NA NA NA 0 NA
"604" "C0026821" "manuel_jdz2" NA NA NA 0 NA
"605" "C0878787" "manuel_jdz2" NA NA NA 0 NA
"606" "C0002994" "manuel_jdz2" NA NA NA 0 NA
"607" "C0020175" "manuel_jdz2" NA NA NA 0 NA
"608" "C0023212" "manuel_jdz2" NA NA NA 0 NA
"609" "C0151740" "manuel_jdz2" NA NA NA 0 NA
"610" "C0233629" "manuel_jdz2" NA NA NA 0 NA
"611" "C0262593" "manuel_jdz2" NA NA NA 0 NA
"612" "C0270075" "manuel_jdz2" NA NA NA 0 NA
"613" "C0426070" "manuel_jdz2" NA NA NA 0 NA
"614" "C0030499" "manuel_jdz2" NA NA NA 0 NA
"615" "C0004144" "manuel_jdz2" NA NA NA 0 NA
"616" "C0012833" "manuel_jdz2" NA NA NA 0 NA
"617" "C0009421" "manuel_jdz2" NA NA NA 0 NA
"618" "C0009938" "manuel_jdz2" NA NA NA 0 NA
"619" "C0019322" "manuel_jdz2" NA NA NA 0 NA
"620" "C0036982" "manuel_jdz2" NA NA NA 0 NA
"621" "C0043145" "manuel_jdz2" NA NA NA 168 NA
"622" "C0162633" "manuel_jdz2" NA NA NA 0 NA
"623" "C0235063" "manuel_jdz2" NA NA NA 0 NA
"624" "C0243088" "manuel_jdz2" NA NA NA 0 NA
"625" "C0266836" "manuel_jdz2" NA NA NA 0 NA
"626" "C0275551" "manuel_jdz2" NA NA NA 0 NA
"627" "C0346627" "manuel_jdz2" NA NA NA 0 NA
"628" "C0852694" "manuel_jdz2" NA NA NA 0 NA
"629" "C1112442" "manuel_jdz2" NA NA NA 0 NA
"630" "C2936380" "manuel_jdz2" NA NA NA 0 NA
"631" "C0234233" "manuel_jdz2" NA NA NA 0 NA
"632" "C0002938" "manuel_jdz2" NA NA NA 0 NA
"633" "C0018944" "manuel_jdz2" NA NA NA 0 NA
"634" "C0037578" "manuel_jdz2" NA NA NA 0 NA
"635" "C0087169" "manuel_jdz2" NA NA NA 107 NA
"636" "C0087169" "manuel_jdz2" NA NA NA 106 NA
"637" "C0087169" "manuel_jdz2" NA NA NA 164 NA
"638" "C0155773" "manuel_jdz2" NA NA NA 0 NA
"639" "C0220656" "manuel_jdz2" NA NA NA 0 NA
"640" "C0232197" "manuel_jdz2" NA NA NA 81 NA
"641" "C0262627" "manuel_jdz2" NA NA NA 0 NA
"642" "C0546255" "manuel_jdz2" NA NA NA 0 NA
"643" "C0546817" "manuel_jdz2" NA NA NA 0 NA
"644" "C1260899" "manuel_jdz2" NA NA NA 0 NA
"645" "C1566590" "manuel_jdz2" NA NA NA 0 NA
"646" "C3811884" "manuel_jdz2" NA NA NA 0 NA
"647" "C0015625" "manuel_jdz2" NA NA NA 0 NA
"648" "C0006114" "manuel_jdz2" NA NA NA 0 NA
"649" "C3812172" "manuel_jdz2" NA NA NA 0 NA
"650" "C0020162" "manuel_jdz2" NA NA NA 0 NA
"651" "C0020523" "manuel_jdz2" NA NA NA 0 NA
"652" "C0030200" "manuel_jdz2" NA NA NA 0 NA
"653" "C0032320" "manuel_jdz2" NA NA NA 0 NA
"654" "C0036980" "manuel_jdz2" NA NA NA 0 NA
"655" "C0233762" "manuel_jdz2" NA NA NA 0 NA
"656" "C0238218" "manuel_jdz2" NA NA NA 0 NA
"657" "C0338596" "manuel_jdz2" NA NA NA 0 NA
"658" "C0520905" "manuel_jdz2" NA NA NA 0 NA
"659" "C0546256" "manuel_jdz2" NA NA NA 0 NA
"660" "C0679381" "manuel_jdz2" NA NA NA 0 NA
"661" "C1260922" "manuel_jdz2" NA NA NA 0 NA
"662" "C1265601" "manuel_jdz2" NA NA NA 0 NA
"663" "C1705759" "manuel_jdz2" NA NA NA 0 NA
"664" "C1709246" "manuel_jdz2" NA NA NA 0 NA
"665" "C2004489" "manuel_jdz2" NA NA NA 0 NA
"666" "C2882221" "manuel_jdz2" NA NA NA 0 NA
"667" "C2938905" "manuel_jdz2" NA NA NA 0 NA
"668" "C0038587" "manuel_jdz2" NA NA NA 107 NA
"669" "C0038587" "manuel_jdz2" NA NA NA 106 NA
"670" "C0038587" "manuel_jdz2" NA NA NA 164 NA
"671" "C0153687" "manuel_jdz2" NA NA NA 0 NA
"672" "C1959609" "manuel_jdz2" NA NA NA 0 NA
"673" "C3469521" "manuel_jdz2" NA NA NA 0 NA
"674" "C2982732" "manuel_jdz2" NA NA NA 0 NA
"675" "C0001314" "manuel_jdz2" NA NA NA 0 NA
"676" "C0013687" "manuel_jdz2" NA NA NA 0 NA
"677" "C0029944" "manuel_jdz2" NA NA NA 107 NA
"678" "C0030486" "manuel_jdz2" NA NA NA 0 NA
"679" "C0031526" "manuel_jdz2" NA NA NA 0 NA
"680" "C0264886" "manuel_jdz2" NA NA NA 0 NA
"681" "C0264956" "manuel_jdz2" NA NA NA 0 NA
"682" "C0410256" "manuel_jdz2" NA NA NA 0 NA
"683" "C0848377" "manuel_jdz2" NA NA NA 0 NA
"684" "C0866323" "manuel_jdz2" NA NA NA 0 NA
"685" "C1565249" "manuel_jdz2" NA NA NA 0 NA
"686" "C2936258" "manuel_jdz2" NA NA NA 156 NA
"687" "C3489393" "manuel_jdz2" NA NA NA 0 NA
"688" "C0235394" "manuel_jdz2" NA NA NA 0 NA
"689" "C1533163" "manuel_jdz2" NA NA NA 0 NA
"690" "C0003794" "manuel_jdz2" NA NA NA 0 NA
"691" "C0008039" "manuel_jdz2" NA NA NA 0 NA
"692" "C0018520" "manuel_jdz2" NA NA NA 0 NA
"693" "C0037006" "manuel_jdz2" NA NA NA 0 NA
"694" "C0684309" "manuel_jdz2" NA NA NA 0 NA
"695" "C0686377" "manuel_jdz2" NA NA NA 0 NA
"696" "C0746787" "manuel_jdz2" NA NA NA 52 NA
"697" "C0746787" "manuel_jdz2" NA NA NA 59 NA
"698" "C0746787" "manuel_jdz2" NA NA NA 61 NA
"699" "C1368999" "manuel_jdz2" NA NA NA 164 NA
"700" "C1705427" "manuel_jdz2" NA NA NA 0 NA
"701" "C1850383" "manuel_jdz2" NA NA NA 0 NA
"702" "C2891275" "manuel_jdz2" NA NA NA 0 NA
"703" "C0854706" "manuel_jdz2" NA NA NA 35 NA
"704" "C1962948" "manuel_jdz2" NA NA NA 0 NA
"705" "C0001122" "manuel_jdz2" NA NA NA 0 NA
"706" "C2711450" "manuel_jdz2" NA NA NA 0 NA
"707" "C0016385" "manuel_jdz2" NA NA NA 81 NA
"708" "C0026771" "manuel_jdz2" NA NA NA 0 NA
"709" "C0031925" "manuel_jdz2" NA NA NA 0 NA
"710" "C0035067" "manuel_jdz2" NA NA NA 0 NA
"711" "C0079487" "manuel_jdz2" NA NA NA 91 NA
"712" "C0153662" "manuel_jdz2" NA NA NA 0 NA
"713" "C0159658" "manuel_jdz2" NA NA NA 0 NA
"714" "C0221500" "manuel_jdz2" NA NA NA 0 NA
"715" "C0427149" "manuel_jdz2" NA NA NA 0 NA
"716" "C0520817" "manuel_jdz2" NA NA NA 0 NA
"717" "C0700319" "manuel_jdz2" NA NA NA 107 NA
"718" "C0740697" "manuel_jdz2" NA NA NA 0 NA
"719" "C0920269" "manuel_jdz2" NA NA NA 0 NA
"720" "C0016662" "manuel_jdz2" NA NA NA 0 NA
"721" "C0280630" "manuel_jdz2" NA NA NA 56 NA
"722" "C0001125" "manuel_jdz2" NA NA NA 0 NA
"723" "C0002690" "manuel_jdz2" NA NA NA 0 NA
"724" "C0004606" "manuel_jdz2" NA NA NA 0 NA
"725" "C0008715" "manuel_jdz2" NA NA NA 0 NA
"726" "C0020505" "manuel_jdz2" NA NA NA 0 NA
"727" "C0037052" "manuel_jdz2" NA NA NA 0 NA
"728" "C0085633" "manuel_jdz2" NA NA NA 110 NA
"729" "C0153661" "manuel_jdz2" NA NA NA 0 NA
"730" "C0235527" "manuel_jdz2" NA NA NA 0 NA
"731" "C0236865" "manuel_jdz2" NA NA NA 0 NA
"732" "C0243001" "manuel_jdz2" NA NA NA 0 NA
"733" "C0270327" "manuel_jdz2" NA NA NA 0 NA
"734" "C0332687" "manuel_jdz2" NA NA NA 0 NA
"735" "C0332798" "manuel_jdz2" NA NA NA 0 NA
"736" "C0341539" "manuel_jdz2" NA NA NA 0 NA
"737" "C0428908" "manuel_jdz2" NA NA NA 0 NA
"738" "C0559469" "manuel_jdz2" NA NA NA 0 NA
"739" "C0678236" "manuel_jdz2" NA NA NA 0 NA
"740" "C0700361" "manuel_jdz2" NA NA NA 0 NA
"741" "C0877008" "manuel_jdz2" NA NA NA 0 NA
"742" "C1527311" "manuel_jdz2" NA NA NA 0 NA
"743" "C1535939" "manuel_jdz2" NA NA NA 0 NA
"744" "C1704376" "manuel_jdz2" NA NA NA 56 NA
"745" "C2712889" "manuel_jdz2" NA NA NA 0 NA
"746" "C3178781" "manuel_jdz2" NA NA NA 0 NA
"747" "C0002792" "manuel_jdz2" NA NA NA 0 NA
"748" "C0346975" "manuel_jdz2" NA NA NA 0 NA
"749" "C1998242" "manuel_jdz2" NA NA NA 0 NA
"750" "C0002351" "manuel_jdz2" NA NA NA 0 NA
"751" "C0004368" "manuel_jdz2" NA NA NA 0 NA
"752" "C0009492" "manuel_jdz2" NA NA NA 0 NA
"753" "C0012739" "manuel_jdz2" NA NA NA 0 NA
"754" "C0012860" "manuel_jdz2" NA NA NA 0 NA
"755" "C0014009" "manuel_jdz2" NA NA NA 5 NA
"756" "C0020488" "manuel_jdz2" NA NA NA 0 NA
"757" "C0034063" "manuel_jdz2" NA NA NA 0 NA
"758" "C0039504" "manuel_jdz2" NA NA NA 0 NA
"759" "C0040759" "manuel_jdz2" NA NA NA 0 NA
"760" "C0085426" "manuel_jdz2" NA NA NA 0 NA
"761" "C0151293" "manuel_jdz2" NA NA NA 104 NA
"762" "C0151293" "manuel_jdz2" NA NA NA 103 NA
"763" "C0231807" "manuel_jdz2" NA NA NA 0 NA
"764" "C0264492" "manuel_jdz2" NA NA NA 0 NA
"765" "C0333262" "manuel_jdz2" NA NA NA 0 NA
"766" "C0346153" "manuel_jdz2" NA NA NA 54 NA
"767" "C0376297" "manuel_jdz2" NA NA NA 0 NA
"768" "C0449430" "manuel_jdz2" NA NA NA 0 NA
"769" "C0677660" "manuel_jdz2" NA NA NA 0 NA
"770" "C0742006" "manuel_jdz2" NA NA NA 0 NA
"771" "C0857496" "manuel_jdz2" NA NA NA 0 NA
"772" "C0949177" "manuel_jdz2" NA NA NA 0 NA
"773" "C1135361" "manuel_jdz2" NA NA NA 0 NA
"774" "C1291077" "manuel_jdz2" NA NA NA 0 NA
"775" "C1313952" "manuel_jdz2" NA NA NA 0 NA
"776" "C1860404" "manuel_jdz2" NA NA NA 0 NA
"777" "C2349423" "manuel_jdz2" NA NA NA 0 NA
"778" "C0270805" "manuel_jdz2" NA NA NA 0 NA
"779" "C0008625" "manuel_jdz2" NA NA NA 0 NA
"780" "C0034535" "manuel_jdz2" NA NA NA 164 NA
"781" "C0156409" "manuel_jdz2" NA NA NA 0 NA
"782" "C1868193" "manuel_jdz2" NA NA NA 0 NA
